2022-05-27 17:11:22,936 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@4d1a227d: startup date [Fri May 27 17:11:22 IST 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-05-27 17:11:23,872 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-27 17:11:25,087 | INFO  | PListStore:[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-05-27 17:11:25,232 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-64695-1653651685100-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-27 17:11:25,252 | INFO  | Listening for connections at: tcp://WINDOWS-BVQNF6J:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,253 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-27 17:11:25,258 | INFO  | Listening for connections at: amqp://WINDOWS-BVQNF6J:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,259 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-27 17:11:25,263 | INFO  | Listening for connections at: stomp://WINDOWS-BVQNF6J:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,264 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-27 17:11:25,268 | INFO  | Listening for connections at: mqtt://WINDOWS-BVQNF6J:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,270 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-27 17:11:25,276 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,348 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-05-27 17:11:25,494 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4e4e5781{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-05-27 17:11:25,570 | INFO  | Listening for connections at ws://WINDOWS-BVQNF6J:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-05-27 17:11:25,571 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-05-27 17:11:25,573 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-64695-1653651685100-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-27 17:11:25,573 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-05-27 17:11:26,386 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-05-27 17:11:26,387 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-05-27 17:28:52,096 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp535570174-50
2022-05-27 18:17:26,308 | INFO  | Connector vm://localhost stopped | org.apache.activemq.broker.TransportConnector | Session-HouseKeeper-3fdca26e-1
2022-05-27 19:08:58,216 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-64695-1653651685100-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-20
2022-05-27 19:08:58,219 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2022-05-27 19:08:58,220 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2022-05-27 19:08:58,223 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2022-05-27 19:08:58,224 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2022-05-27 19:08:58,233 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-20
2022-05-27 19:08:58,264 | INFO  | PListStore:[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-20
2022-05-27 19:08:58,279 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2022-05-27 19:08:58,279 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2022-05-27 19:08:58,280 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-20
2022-05-27 19:08:58,293 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-64695-1653651685100-0:1) uptime 1 hour 57 minutes | org.apache.activemq.broker.BrokerService | Thread-20
2022-05-27 19:08:58,293 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-64695-1653651685100-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-20
2022-05-27 19:08:58,294 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@4d1a227d: startup date [Fri May 27 17:11:22 IST 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-20
2022-06-17 12:12:38,499 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1f1b2497: startup date [Fri Jun 17 12:12:38 IST 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-06-17 12:12:39,570 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-06-17 12:12:39,667 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2022-06-17 12:12:39,715 | INFO  | PListStore:[C:\Users\Administrator\Downloads\apache-activemq-5.16.0\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-06-17 12:12:39,865 | INFO  | Apache ActiveMQ 5.16.0 (localhost, ID:WINDOWS-BVQNF6J-56007-1655448159728-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-06-17 12:12:39,936 | INFO  | Listening for connections at: tcp://WINDOWS-BVQNF6J:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-06-17 12:12:39,937 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-06-17 12:12:39,942 | INFO  | Listening for connections at: amqp://WINDOWS-BVQNF6J:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-06-17 12:12:39,943 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-06-17 12:12:39,947 | INFO  | Listening for connections at: stomp://WINDOWS-BVQNF6J:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-06-17 12:12:39,947 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-06-17 12:12:39,951 | INFO  | Listening for connections at: mqtt://WINDOWS-BVQNF6J:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-06-17 12:12:39,952 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-06-17 12:12:39,959 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-06-17 12:12:40,066 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-06-17 12:12:40,249 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@66d6bf9d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-06-17 12:12:40,338 | INFO  | Listening for connections at ws://WINDOWS-BVQNF6J:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-06-17 12:12:40,340 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
